"ESTU","CUES","CCAA","PROV","MUN","TAMUNI","CAPITAL","DISTR","SECCION","ENTREV","P0","P0A","P1","P2","P3","P4","P5","P6","P7","P8","P901","P902","P903","P1001","P1002","P1003","P11","P11A","P12","P13","P14","P14A","P15","P15A","P16","P16A","P1701","P1702","P1703","P1704","P1705","P1706","P18","P1901","P1902","P1903","P1904","P1905","P1906","P20","P20A","P21","P22","P23","P24","P2501","P2502","P2503","P2504","P2505","P2506","P26","P27","P27A","P27B","P27C","P27D","P27E","P27F","P28","P29","P30","P31","P32","P32A","P33","P33A","P34","P34A","P35","P36","P37","P38","P38A","P39","P40","P41","P42","P4301","P4302","P4303","P4304","P4305","P4401","P4402","P4403","P4404","P4405","P4501","P4502","P4503","P4504","P4505","P46","P47","P48","P49","I1","I2","I3","I4","I5","I6","I7","I8","I9","E101","E102","E103","E2","E3","E4","C1","C1A","C2","C2A","C2B","C3","C4","P20R","P20AR","P21R","VOTOSIMG","P27AR","RECUERDO","P29R","P27DR","ESTUDIOS","OCUMAR11","RAMA09","CONDICION11","ESTATUS"
3247,2156,3,33,0,1,3,0,0,0,1,NA,3,3,3,2,2,3,3,3,1,9,13,9,13,45,1,98,4,4,1,1,3,NA,2,5,5,9,1,1,5,1,2,0,10,6,0,0,7,1,18,NA,1,3,8,3,8,6,1,2,10,1,1,1,1,1,NA,NA,NA,2,1,1,44,3,4,2,1,1,NA,1,1,843,1,3,49,6,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,3,999,1,999,999,999,999,999,999,10,5,19,5,15,2,1,NA,1,NA,NA,1,0,1,18,NA,1,1,1,1,NA,3,8,4,6,4
3247,2157,3,33,0,1,3,0,0,0,1,NA,4,2,2,3,2,3,2,2,8,9,1,9,98,99,97,97,98,8,8,NA,8,NA,1,NA,1,1,1,1,1,1,6,0,0,0,0,0,0,97,NA,97,8,3,98,98,98,98,98,98,98,5,5,NA,NA,NA,NA,NA,1,8,97,2,63,3,4,2,3,1,NA,2,1,931,1,3,56,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,3,4,999,1,999,999,999,999,999,999,10,5,19,5,12,2,1,NA,1,NA,NA,1,0,97,NA,97,97,NA,97,97,NA,3,9,4,7,5
3247,2158,3,33,0,1,3,0,0,0,1,NA,5,3,1,4,1,3,1,1,1,11,99,9,1,16,6,98,8,1,1,21,1,3,2,2,1,1,8,9,1,9,5,10,0,0,10,98,0,98,NA,3,3,3,3,4,9,8,3,3,10,2,1,2,3,1,NA,NA,NA,1,3,2,46,3,4,6,NA,5,1,1,1,571,2,4,86,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,5,999,2,1,999,999,1,999,999,11,5,19,6,20,2,1,NA,1,NA,NA,1,0,98,NA,3,21,2,2,3,NA,3,5,4,7,2
3247,2159,3,33,0,1,3,0,0,0,1,NA,5,2,2,3,2,4,2,2,1,18,6,1,98,99,97,97,1,5,8,NA,1,95,2,8,1,1,1,1,1,1,6,0,0,0,0,0,0,97,NA,97,8,3,5,5,8,6,4,3,9,3,5,NA,NA,NA,NA,NA,1,8,97,1,62,3,4,2,2,4,1,1,4,981,1,3,46,3,3,2,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,6,999,4,999,999,999,2,999,999,10,5,19,5,999,3,1,NA,1,NA,NA,1,0,97,NA,97,97,NA,97,97,NA,3,9,4,9,5
3247,2160,3,33,0,1,3,0,0,0,1,NA,4,3,1,3,1,3,2,1,1,6,19,1,9,16,6,98,3,5,1,21,2,5,2,3,1,1,5,5,1,7,3,7,0,0,8,8,0,3,2,NA,3,3,5,5,8,7,4,4,10,2,1,21,1,1,NA,NA,NA,1,3,2,29,3,10,6,NA,2,1,2,6,843,1,3,49,7,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,7,999,999,999,999,999,5,999,999,10,5,19,5,13,3,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,6,8,4,10,4
3247,2161,3,33,0,1,3,0,0,0,1,NA,2,2,2,2,2,3,1,1,1,98,99,98,99,99,6,98,98,8,8,NA,8,NA,8,NA,97,98,97,98,98,8,5,10,0,0,0,0,0,2,97,NA,3,3,4,4,98,98,98,98,98,1,1,2,1,1,NA,NA,NA,8,2,2,85,3,2,1,5,3,1,1,7,811,1,2,5,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,1,1,8,999,2,999,999,999,1,999,999,10,5,19,5,19,3,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,2,8,2,11,4
3247,2162,3,33,0,1,3,0,0,0,1,NA,4,2,1,3,2,3,2,8,12,1,98,98,99,99,97,97,98,4,8,NA,2,95,8,NA,97,98,97,98,98,98,8,98,98,98,98,98,98,98,NA,97,8,3,98,98,98,98,98,98,98,3,1,99,NA,NA,NA,NA,NA,8,99,2,84,2,NA,1,2,3,1,1,3,811,1,2,5,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,1,3,9,999,1,999,999,999,999,999,999,10,5,19,5,14,3,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,99,NA,1,8,2,8,4
3247,2163,3,33,0,1,3,0,0,0,1,NA,4,1,1,2,2,3,1,1,1,11,99,9,98,99,5,98,6,2,1,21,1,3,2,2,1,1,6,8,2,7,3,5,0,0,9,6,0,3,2,NA,3,3,4,5,9,8,3,4,10,2,1,21,1,1,NA,NA,NA,8,3,2,40,3,5,6,NA,1,NA,2,1,522,2,3,47,7,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,10,999,6,999,999,999,4,999,999,10,5,19,5,16,3,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,5,5,4,5,2
3247,2164,3,33,0,1,3,0,0,0,1,NA,3,2,8,2,2,3,3,1,1,11,45,98,99,99,2,98,7,2,8,NA,8,NA,2,5,4,5,1,1,7,2,4,3,5,7,0,0,3,4,1,NA,3,3,6,4,7,6,1,1,9,6,2,NA,NA,NA,NA,NA,NA,8,4,1,18,3,6,2,2,2,1,2,6,819,1,3,23,98,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,11,999,999,999,999,999,999,999,999,10,5,19,5,14,3,2,1,1,NA,NA,1,0,4,1,NA,4,NA,94,4,NA,4,8,2,10,4
3247,2165,8,34,120,4,2,0,0,0,1,NA,2,2,1,2,2,3,2,1,45,18,8,98,99,99,3,6,6,2,1,2,1,2,1,NA,1,3,4,6,5,7,5,10,0,7,5,4,0,2,4,NA,3,3,3,3,8,5,2,1,10,1,1,2,1,1,NA,NA,NA,1,2,1,43,3,11,2,1,1,NA,1,1,261,1,3,69,99,99,1,NA,NA,NA,NA,NA,"40 ","41 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,1,999,1,1,999,999,999,999,999,11,5,19,6,23,1,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,2,NA,6,2,4,2,1
3247,2166,8,34,120,4,2,0,0,0,1,NA,3,2,2,2,2,5,2,1,13,6,98,98,99,99,4,98,7,3,8,NA,4,NA,1,NA,2,3,7,6,5,7,6,8,3,3,5,8,0,2,3,NA,3,3,4,3,7,5,2,1,9,1,1,2,1,1,NA,NA,NA,1,97,2,41,3,9,1,3,1,NA,3,1,224,1,1,85,99,99,1,NA,NA,NA,NA,NA,"40 ","41 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,2,2,999,3,1,1,2,1,999,999,11,5,19,6,22,1,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,97,NA,6,2,4,2,1
3247,2167,8,34,120,4,2,0,0,0,1,NA,3,2,2,2,2,3,2,2,1,11,13,97,99,99,3,98,98,3,8,NA,1,2,2,8,1,3,4,4,3,4,5,5,0,4,3,3,0,98,NA,97,1,1,4,3,8,5,1,1,10,3,1,99,NA,NA,NA,NA,NA,1,97,2,49,3,11,1,3,2,1,1,1,223,1,1,85,99,99,1,NA,NA,NA,NA,NA,"40 ","41 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,3,999,4,999,999,1,3,999,999,11,5,19,6,22,1,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,97,NA,6,2,4,2,1
3247,2168,8,34,120,4,2,0,0,0,1,NA,3,2,2,4,2,2,2,2,98,99,99,97,99,99,98,98,7,4,8,NA,4,NA,1,NA,1,1,5,5,4,7,5,8,0,5,4,4,0,2,3,NA,8,8,3,98,98,98,98,98,98,3,4,NA,NA,NA,NA,NA,NA,1,2,1,21,3,6,2,1,2,1,2,6,594,1,3,80,98,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,4,999,9,5,3,4,7,999,999,11,5,19,6,19,2,1,NA,1,NA,NA,1,0,2,21,NA,2,NA,97,2,NA,4,5,4,10,2
3247,2169,8,34,120,4,2,0,0,0,1,NA,4,2,8,2,2,4,2,8,1,11,6,98,99,99,6,98,9,4,8,NA,1,2,1,NA,1,2,7,7,2,7,5,10,0,0,0,0,0,2,3,NA,1,1,2,2,9,4,1,1,9,1,1,2,1,1,NA,NA,NA,8,2,2,75,3,2,2,1,1,NA,2,7,816,1,3,10,4,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,5,999,13,5,6,4,15,999,999,11,5,19,6,20,2,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,2,8,2,11,4
3247,2170,8,34,120,4,2,0,0,0,1,NA,3,2,1,3,2,4,2,3,13,11,98,98,99,99,98,98,98,5,8,NA,1,95,8,NA,97,3,97,4,5,5,5,7,3,3,2,2,0,2,98,NA,3,3,3,98,98,98,98,98,98,1,1,2,1,1,NA,NA,NA,1,2,1,79,3,2,2,1,2,1,1,2,541,4,NA,47,3,3,3,NA,NA,NA,NA,NA,"42 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,6,999,2,999,999,999,999,999,999,11,5,19,6,24,2,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,2,5,4,8,3
3247,2171,8,34,120,4,2,0,0,0,1,NA,3,1,8,3,1,2,2,1,45,1,98,97,99,99,6,98,7,2,8,NA,1,2,1,NA,1,1,1,5,1,8,5,10,0,0,0,0,0,2,4,NA,3,3,2,3,8,5,1,1,10,1,1,2,1,1,NA,NA,NA,1,2,1,47,3,5,2,1,1,NA,1,1,591,4,NA,56,6,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,7,999,17,6,8,999,20,999,999,11,5,19,6,20,2,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,2,NA,5,5,4,3,2
3247,2172,8,34,0,2,3,0,0,0,1,NA,3,1,1,3,2,3,2,2,1,11,12,12,6,29,1,98,3,5,2,NA,1,4,1,NA,1,9,1,1,7,5,2,0,10,7,0,0,0,1,96,NA,1,1,6,98,6,6,1,98,98,1,1,1,1,1,NA,NA,NA,1,1,1,87,3,2,2,3,1,NA,1,2,712,1,3,41,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,1,999,999,999,999,999,999,999,999,4,5,19,6,25,2,1,NA,1,NA,NA,1,0,1,96,NA,1,1,1,1,NA,2,7,3,8,4
3247,2173,8,34,0,2,3,0,0,0,1,NA,5,2,8,3,1,5,2,1,1,12,9,1,6,12,98,98,5,4,2,NA,2,2,3,NA,6,8,4,3,7,7,2,3,7,6,0,0,0,1,98,NA,3,1,6,2,6,5,1,1,9,1,1,1,1,1,NA,NA,NA,8,1,2,82,3,2,1,5,1,NA,2,3,712,1,3,41,6,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,2,999,999,999,999,999,999,999,999,4,5,19,6,20,2,1,NA,9,NA,NA,1,0,1,98,NA,1,1,1,1,NA,2,7,3,8,4
3247,2174,8,34,0,2,3,0,0,0,1,NA,3,2,1,3,1,4,1,1,1,18,19,6,12,8,5,6,5,5,2,NA,1,2,1,NA,1,1,7,5,1,8,5,10,0,0,0,0,0,2,97,NA,4,3,4,4,8,7,1,1,9,2,1,2,1,1,NA,NA,NA,1,2,1,63,3,6,2,3,1,NA,1,1,712,1,3,41,7,7,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,3,999,7,2,1,1,999,1,999,4,5,19,6,20,2,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,4,7,3,6,4
3247,2175,8,34,0,2,3,0,0,0,1,NA,3,1,1,3,2,3,1,1,1,45,8,8,6,29,4,5,5,4,1,2,1,2,2,1,1,2,3,3,3,8,5,9,1,4,2,1,0,2,98,NA,3,1,3,3,8,8,1,1,8,2,1,2,1,1,NA,NA,NA,2,2,1,70,3,8,1,3,1,NA,3,2,246,1,3,35,8,6,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,5,999,6,999,1,1,1,999,999,4,5,19,6,25,2,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,6,2,2,8,1
3247,2176,8,34,0,2,3,0,0,0,1,NA,3,1,1,3,1,3,1,1,1,11,99,8,29,9,5,4,5,3,1,2,1,2,1,NA,1,1,1,1,1,5,5,9,0,0,0,6,0,2,98,NA,2,3,4,4,8,7,1,1,9,2,1,2,1,1,NA,NA,NA,1,2,1,51,3,6,2,2,2,1,1,1,351,1,3,46,6,6,3,NA,NA,NA,NA,NA,"42 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,6,999,5,999,999,999,4,999,999,4,5,19,6,18,2,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,4,3,4,5,2
3247,2177,8,34,0,2,3,0,0,0,1,NA,4,1,3,4,2,5,2,3,19,9,13,6,12,29,5,6,1,5,2,NA,1,2,2,1,1,1,2,3,1,2,5,8,0,1,1,1,0,2,97,NA,5,3,3,4,7,6,1,1,9,2,1,2,1,1,NA,NA,NA,1,2,2,65,3,2,2,3,1,NA,2,3,816,1,3,10,5,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,7,999,3,999,999,999,6,999,999,4,5,19,6,20,2,2,1,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,2,8,2,8,4
3247,2178,8,34,0,2,3,0,0,0,1,NA,3,2,8,3,2,4,3,3,1,11,45,1,8,9,2,1,3,4,2,NA,2,4,2,8,1,99,1,1,5,2,4,0,0,10,0,0,0,4,97,NA,2,3,5,2,8,6,1,1,10,2,1,4,1,1,NA,NA,NA,1,4,1,36,3,6,2,2,2,2,1,1,842,1,3,49,7,7,3,1,NA,NA,NA,NA,"42 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,4,999,8,999,3,2,1,999,999,4,5,19,6,20,2,1,NA,1,NA,NA,1,0,4,97,NA,4,4,4,4,NA,4,8,4,6,4
3247,2179,5,35,16,5,1,0,0,0,1,NA,3,1,1,1,2,4,2,1,13,12,8,97,99,99,5,9,5,4,2,NA,2,5,2,2,1,1,5,5,3,3,6,7,0,0,7,7,0,3,2,NA,3,3,4,3,8,7,2,98,10,3,1,21,1,1,NA,NA,NA,1,3,1,40,3,11,4,NA,1,NA,1,1,271,1,3,53,11,10,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,1,2,12,999,1,2,2,5,999,7,5,19,2,13,3,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,6,2,4,2,1
3247,2180,5,35,16,5,1,0,0,0,1,NA,3,2,1,3,2,3,2,8,19,13,18,97,99,99,4,99,5,2,2,NA,2,5,1,NA,4,5,4,4,6,5,4,0,7,9,0,0,0,4,1,NA,4,3,5,4,6,5,1,1,10,1,1,4,1,8,NA,NA,NA,1,4,1,62,3,6,1,3,1,NA,1,2,340,4,NA,69,99,99,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,1,1,2,999,32,1,999,1,10,5,999,7,5,19,2,17,3,1,NA,1,NA,NA,1,0,4,1,NA,4,4,4,4,NA,4,3,4,8,2
3247,2181,5,35,16,5,1,0,0,0,1,NA,3,2,2,3,1,4,2,2,1,6,12,97,99,99,3,4,6,4,2,NA,2,95,2,4,4,5,5,5,7,4,4,0,0,7,5,5,0,4,3,NA,3,3,5,5,5,5,4,4,9,3,1,4,3,1,NA,NA,NA,2,4,1,31,3,9,6,NA,2,3,3,1,373,4,NA,74,99,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,3,999,10,999,999,1,1,2,999,7,5,19,2,13,3,1,NA,1,NA,NA,1,0,4,21,NA,4,4,4,4,NA,6,3,4,1,3
3247,2182,5,35,16,5,1,0,0,0,1,NA,3,2,3,2,2,4,2,2,1,45,22,1,12,22,6,9,4,4,2,NA,2,2,2,2,1,1,1,6,4,4,6,5,0,0,7,5,0,3,98,NA,3,3,5,6,9,8,4,2,10,3,1,21,1,1,NA,NA,NA,1,3,2,42,3,11,2,1,1,NA,3,1,223,1,1,85,99,7,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,4,999,2,999,999,999,2,999,999,7,5,19,2,12,3,1,NA,1,NA,NA,1,0,21,98,NA,21,21,21,3,NA,6,2,4,2,1
3247,2183,5,35,16,5,1,0,0,0,1,NA,4,2,2,2,2,3,2,2,6,22,1,22,9,99,3,4,4,4,2,NA,2,1,2,4,6,6,8,4,5,5,6,8,0,3,2,8,0,16,5,NA,4,5,4,5,10,8,2,2,10,3,1,13,1,1,NA,NA,NA,1,2,2,30,3,5,6,NA,2,1,3,1,511,1,3,56,99,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,5,999,27,999,999,1,12,3,999,7,5,19,2,14,4,1,NA,1,NA,NA,1,0,95,21,NA,95,13,13,2,NA,5,5,4,7,4
3247,2184,5,35,16,5,1,0,0,0,1,NA,4,2,2,4,2,3,2,2,1,6,12,12,20,99,6,99,7,1,2,NA,2,95,8,NA,97,5,5,6,5,7,5,98,98,0,98,98,0,98,NA,2,3,3,5,5,98,98,4,4,10,3,1,2,1,8,NA,NA,NA,8,2,2,68,3,4,1,3,2,1,1,2,312,1,3,20,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,1,1,6,999,17,999,999,2,15,999,999,8,5,19,3,16,1,1,NA,1,NA,NA,1,0,98,NA,2,2,2,2,2,NA,3,3,2,8,1
3247,2185,5,35,16,5,1,0,0,0,1,NA,3,2,2,3,8,4,2,3,1,12,13,8,12,99,11,99,1,5,2,NA,1,95,8,NA,98,98,98,98,98,98,6,0,0,0,0,0,0,97,NA,97,9,3,99,99,99,99,99,99,99,5,5,NA,NA,NA,NA,NA,5,8,97,1,69,3,4,3,5,1,NA,1,2,732,1,3,25,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,1,2,7,999,22,999,1,999,23,2,999,8,5,19,3,13,1,1,NA,1,NA,NA,1,0,97,NA,97,97,NA,97,97,NA,3,7,2,8,4
3247,2186,5,35,16,5,1,0,0,0,1,NA,5,3,3,4,2,5,3,3,12,7,1,12,6,99,2,99,5,5,1,2,4,NA,1,NA,97,98,98,8,97,6,5,5,0,0,0,5,0,2,5,NA,3,5,3,4,6,98,2,3,98,3,4,NA,NA,NA,NA,NA,NA,2,2,2,58,3,6,1,5,2,1,2,3,411,1,3,64,99,2,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,8,999,15,999,999,999,22,3,999,8,5,19,3,15,1,1,NA,1,NA,NA,1,0,2,21,NA,2,NA,97,2,NA,4,4,4,8,2
3247,2187,5,35,16,5,1,0,0,0,1,NA,4,2,3,2,1,5,3,2,6,13,99,22,99,99,6,99,7,5,2,NA,1,3,2,2,5,5,7,7,4,7,5,7,0,5,5,5,4,2,4,NA,1,1,3,3,9,5,2,2,9,3,1,2,1,1,NA,NA,NA,1,2,1,48,3,9,2,2,4,1,1,1,264,1,3,46,7,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,1,999,2,999,1,999,999,999,999,4,5,19,6,22,1,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,2,NA,6,2,4,2,2
3247,2188,5,35,16,5,1,0,0,0,1,NA,4,2,3,3,2,5,2,3,13,18,3,1,13,3,10,2,1,5,2,NA,4,NA,1,NA,9,2,1,1,9,5,2,0,8,7,0,0,8,1,4,NA,2,2,7,3,8,6,1,1,9,1,1,96,NA,NA,NA,NA,NA,2,1,2,46,3,6,2,3,1,NA,2,4,522,2,3,47,9,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,2,2,1,999,2,999,999,999,999,4,5,19,6,24,1,1,NA,1,NA,NA,1,0,1,4,NA,1,96,96,1,NA,4,5,4,9,2
3247,2189,5,35,16,5,1,0,0,0,1,NA,4,2,3,3,3,5,3,3,1,12,13,1,12,8,98,99,2,5,2,NA,2,4,1,NA,2,4,1,1,7,1,4,5,10,8,0,0,5,18,1,NA,1,5,2,1,5,3,3,5,8,3,1,18,1,1,NA,NA,NA,2,18,2,62,3,4,2,3,1,NA,2,4,361,1,3,85,5,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",1,2,2,2,3,999,999,999,999,999,999,999,999,4,5,19,6,26,1,1,NA,1,NA,NA,1,0,18,1,NA,18,18,18,18,NA,3,3,4,9,2
3247,2190,5,35,16,5,1,0,0,0,1,NA,4,2,2,3,1,3,3,1,13,8,99,22,99,99,3,2,5,2,2,NA,4,NA,2,2,1,1,1,7,7,7,5,10,0,7,7,0,0,2,3,NA,3,3,1,1,10,5,3,2,10,3,1,2,2,1,NA,NA,NA,2,2,2,25,3,10,2,3,2,3,1,1,224,1,3,85,6,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,4,3,2,999,2,1,999,999,999,4,5,19,6,20,1,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,6,2,4,2,1
3247,2191,5,35,16,5,1,0,0,0,1,NA,2,2,1,2,1,3,2,8,8,1,16,8,1,99,5,99,1,4,2,NA,2,95,3,NA,1,1,1,1,5,1,4,0,8,8,0,0,0,4,1,NA,3,3,8,3,9,8,1,1,10,3,1,1,3,2,4,1,NA,1,4,2,41,3,11,2,3,2,1,1,1,351,1,3,999,7,7,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,5,999,3,999,3,2,1,999,999,4,5,19,6,19,2,1,NA,1,NA,NA,1,0,4,1,NA,4,1,1,4,4,6,3,9,5,2
3247,2192,5,35,16,5,1,0,0,0,1,NA,4,2,1,3,1,5,2,1,6,1,99,22,1,99,1,2,1,4,2,NA,4,NA,3,NA,1,3,3,4,5,5,5,5,4,4,4,3,0,13,3,NA,4,3,5,4,6,5,6,6,10,2,1,13,2,1,NA,NA,NA,2,1,1,31,3,11,2,3,2,3,2,1,372,1,3,93,7,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,6,999,5,2,1,999,3,999,999,4,5,19,6,999,2,1,NA,1,NA,NA,1,0,13,21,NA,13,13,13,1,NA,6,3,4,2,1
3247,2193,5,35,16,5,1,0,0,0,1,NA,3,2,2,2,1,5,2,2,6,1,12,12,99,99,98,98,5,8,8,NA,4,NA,1,NA,98,9,98,3,7,5,2,0,10,0,0,0,0,1,97,NA,3,3,8,98,98,98,98,98,98,1,1,1,1,1,NA,NA,NA,8,1,2,88,2,NA,1,3,1,NA,2,2,951,1,3,1,6,4,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,7,999,5,999,999,4,3,999,999,6,5,19,1,26,1,1,NA,1,NA,NA,1,0,1,97,NA,1,1,1,1,NA,1,9,1,8,5
3247,2194,5,35,16,5,1,0,0,0,1,NA,3,3,3,5,3,3,3,1,1,9,99,22,8,99,6,3,5,4,1,21,2,3,2,2,1,3,6,8,3,8,5,10,0,0,10,10,0,3,2,NA,2,4,1,3,7,9,1,1,10,3,1,21,1,1,NA,NA,NA,2,3,1,43,3,4,6,NA,1,NA,2,2,719,3,NA,47,6,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,8,999,4,999,2,999,6,999,999,6,5,19,1,24,1,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,3,7,4,8,3
3247,2195,5,35,16,5,1,0,0,0,1,NA,4,2,2,2,2,5,2,1,1,11,16,97,99,99,6,99,8,2,1,2,3,NA,1,NA,1,5,5,7,5,10,5,10,0,0,0,0,0,2,3,NA,4,3,2,5,10,7,3,1,10,1,1,2,1,1,NA,NA,NA,1,2,1,55,3,6,2,2,1,NA,1,1,762,1,1,84,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,1,999,999,999,999,999,999,999,999,7,5,19,2,19,3,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,4,7,4,6,4
3247,2196,5,35,16,5,1,0,0,0,1,NA,3,1,8,2,1,3,2,8,1,6,19,97,99,99,3,99,7,2,1,98,8,NA,2,8,7,7,98,98,8,6,8,99,99,99,99,99,99,98,NA,97,4,3,8,98,98,98,98,98,98,2,1,1,3,8,NA,NA,NA,1,1,2,66,3,4,1,4,1,NA,3,2,921,1,3,55,99,99,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,2,999,5,999,1,1,4,999,1,7,5,19,2,20,3,1,NA,1,NA,NA,1,0,98,NA,97,97,1,1,1,NA,3,9,4,8,5
